category,alcohol (%),rating,price ($)
Red,13.5,94,42
Red,15.2,88,25
Red,14.2,87,27
Red,14.5,87,34
White,12.2,87,14
Red,14.5,86,25
Red,14.9,88,45
White,8,91,29
Red,14,90,29
White,13,83,24
Red,13.9,86,10
Red,13.9,88,27
White,12,88,18
White,11.5,86,9
Red,14.6,86,24
Red,14,93,75
White,12.5,87,18
Red,14,94,70
Red,15,93,130
Rose,12.5,88,30
Red,14,87,13
Red,14,87,60
Red,14.5,89,20
White,14,88,22
White,13.6,90,24
White,11.3,88,17
Red,14.7,82,24
Rose,13,87,14
Red,13,97,300
Red,14.5,91,125
Red,14.5,90,56
Red,13,83,10
White,12.5,85,13
White,14.5,89,27
Red,13.5,84,15
Red,14.2,92,19
Red,12.9,92,37
Red,14,90,60
White,13.5,82,13
Rose,12.9,89,24
Red,13,85,35
White,12.5,83,7
Red,14,92,65
Rose,12.8,86,16
White,11.4,87,19
White,13.5,89,16
Red,13.8,86,19
Red,14.5,91,45
White,13.9,82,15
Sparkling,12,87,30
Red,14.4,88,55
Red,15.1,87,68
White,13.5,90,25
Red,14.1,90,29
White,13,88,15
White,13,88,20
White,13.1,93,25
White,14.1,90,50
Red,14,93,64
White,13,93,45
Sparkling,12,91,60
Red,13.5,83,42
Red,14.7,92,50
Red,14.5,88,35
White,14,88,28
Red,14.8,90,210
White,13.5,87,7
Red,14,90,102
Red,14.5,87,15
Red,14.5,90,50
White,13.4,92,65
Red,13,86,14
Sparkling,12,87,35
Red,13.5,84,7
Red,13.5,93,40
Red,14,89,78
White,13,88,22
White,13,89,22
Sparkling,12,91,16
White,14,85,14
Red,13.5,86,21
Red,14.7,91,30
Red,14,90,50
Red,13,86,14
White,13.1,90,30
Red,14.5,90,14
Red,13.5,83,20
White,11,83,16
Red,14,87,160
White,13.5,87,9
White,11.2,89,17
Red,14,82,32
Red,14.5,91,20
Red,13.5,89,26
Red,14.5,89,19
Red,14.5,87,18
Red,14,89,75
Red,13.5,84,9
White,12,91,21
Red,14.2,93,34
White,13,96,120
Red,13.5,92,60
Red,14.5,87,20
Red,13.5,88,14
Red,13.6,92,42
Red,13,84,15
Red,15,93,50
White,12,91,23
Red,14.5,93,40
White,14.3,90,33
Red,13.5,89,19
Red,14.9,94,56
Red,14.5,90,35
Red,13.5,86,16
White,15.4,88,42
Red,13,91,35
Red,14.5,83,40
Red,14,89,30
Red,14.5,85,45
Dessert,14,95,55
White,13.5,87,13
Red,14,89,20
Red,14.5,89,40
Red,14.5,84,13
Sparkling,12,88,45
Red,13.5,82,8
Red,15,91,28
Red,14.6,88,85
Sparkling,12,88,40
White,13.7,87,26
Red,14,91,25
White,12.5,86,14
Red,15,88,45
Red,14.5,90,40
Red,14.7,91,125
White,12.5,88,17
White,13.4,90,22
Red,14.5,87,50
White,13,89,19
Red,13.7,87,21
White,13,87,23
Red,13.8,88,20
Red,14.3,94,92
Red,14.4,93,50
White,14,92,35
White,12,84,13
Rose,12.5,88,22
Red,13.5,87,16
Red,13.5,88,22
Red,14.1,88,28
White,13,91,20
Red,12.5,85,26
Red,14.5,88,42
Red,14.6,87,30
Sparkling,12.5,86,44
White,12.5,92,47
Red,13.5,84,17
Red,13.5,88,13
Red,13.7,95,45
Red,12.5,87,15
Sparkling,12.5,89,35
White,12.5,84,13
Red,14.1,87,40
White,12.8,92,36
White,13.9,90,20
White,14.1,86,16
White,14.1,90,23
Red,14.3,94,85
Red,14.5,84,15
Red,13,87,16
White,12,84,9
Rose,13.8,84,17
White,12.8,86,10
Red,13,88,35
Red,14.6,89,35
White,13.5,83,18
Red,13.5,92,55
Red,12.5,85,17
Red,14,87,24
Red,14.8,97,58
Red,13,89,23
White,13.7,84,17
Rose,13,85,14
Red,14.8,84,24
Red,13.8,92,45
White,12,93,30
Dessert,11,88,30
Red,14.8,91,60
Red,14.2,94,75
Red,14.5,91,90
Red,14,91,26
White,13,96,42
Red,14.1,93,45
Red,15.5,86,35
White,13.2,88,14
Red,13.5,92,40
Rose,13.9,89,25
White,13.5,90,22
Red,14.1,93,40
Red,14,93,18
Red,15,90,50
White,10,87,23
White,14.4,91,32
Red,14.5,94,100
Red,14,85,30
Red,14,89,60
Red,14.5,85,38
White,11,87,10
Red,13.5,85,7
Red,13.6,90,30
White,14,89,18
White,12.5,90,24
Red,15,92,98
Dessert,13.5,87,20
Red,14.5,82,40
Red,13,85,18
Red,14.5,86,22
Red,13,87,30
Red,14,84,50
White,13,94,68
Red,14.3,89,28
White,13.5,89,30
White,15,85,15
Red,14,91,36
Red,15,91,75
White,13.5,84,18
Red,14.2,86,25
Red,13.5,84,14
White,13.5,92,29
Red,13.5,91,55
Rose,13.5,88,24
Port/Sherry,20,92,70
Red,14.9,91,32
Red,14,91,70
Red,14.3,96,80
Red,14.7,92,46
White,13.5,91,18
Red,12,86,16
Red,13.9,86,12
Rose,12.5,88,18
White,12.5,89,17
White,13.4,85,16
White,13,85,17
Rose,13,87,19
Sparkling,12,88,18
Rose,12.3,89,19
Red,13,87,13
White,12.5,87,16
Red,13,82,10
Red,15,91,20
Rose,12.9,89,28
Red,15.9,89,29
White,12.5,86,12
Dessert,12.5,93,61
Red,14.8,94,33
Red,14.5,92,75
Red,14,86,20
White,12.5,87,21
Red,14.5,91,30
White,13.5,97,55
Red,13.2,84,16
White,13.5,84,10
Red,13,86,9
Red,13.9,85,90
Red,14.5,85,20
White,13.5,91,41
Red,12.5,81,7
Sparkling,12,91,40
Red,15.5,87,32
Red,15.1,87,34
White,13.2,88,34
Red,14.6,92,29
Red,14.2,89,34
White,12.5,84,11
Red,14,88,20
Red,14,90,24
Rose,13,87,20
Red,13.5,88,19
Red,14.5,92,40
White,14,85,10
Red,14.7,93,80
White,13.5,90,75
Red,13.9,93,25
Port/Sherry,18,88,12
Dessert,9,91,43
Red,14,87,17
Rose,12.9,88,19
Red,13.5,93,30
Red,13.5,86,9
Red,13.9,88,15
Red,14.7,88,48
White,13.5,84,22
Red,14.5,90,18
Red,12,87,19
Red,14.2,87,15
Red,15,87,55
White,13.5,88,11
Red,14.9,91,49
Red,15.9,91,49
Red,15.5,86,36
Red,12.5,84,11
Dessert,12.5,89,38
Red,14.6,88,40
Red,14.5,90,50
Red,14,89,27
White,14.4,94,65
Red,14.5,89,20
Sparkling,11,86,16
Red,13.5,88,15
Red,14.5,88,18
Red,13.4,88,27
Red,14.5,87,25
White,12.5,85,10
Red,13,86,15
Red,14.5,88,11
White,14,90,13
Red,14,94,70
White,14.2,87,20
Rose,8.5,81,13
Dessert,14.5,88,50
Red,13,90,37
Red,13.8,92,80
Red,13,90,11
White,12,87,15
Red,13.7,91,39
White,13,86,20
Red,13,89,10
Red,14,88,11
White,13,84,25
Red,14.5,92,18
Red,15,92,40
White,14.5,92,30
Red,14.5,91,70
Red,13.5,89,10
White,9.7,88,24
Red,14,90,45
Red,14.9,87,23
Red,13.5,90,15
Sparkling,9.5,88,12
Red,14.6,91,30
Red,15,86,21
Red,13.5,86,12
Red,13.5,90,82
White,13.5,89,22
White,14,90,28
White,14.5,89,14
Sparkling,12,94,120
Red,13.8,87,15
Red,14,91,50
Red,13.5,90,40
White,12.5,90,16
Red,14.5,86,24
White,13.9,90,16
Red,14.4,94,72
Red,14.7,88,69
White,12.5,82,19
White,11,85,22
Red,13,88,38
Red,14,89,19
White,13,90,35
White,13.5,95,68
Red,13.5,90,20
Red,14.5,92,48
White,14,86,18
White,12,92,18
White,14,91,60
Red,15.5,92,90
Red,13.9,92,130
Red,14.3,89,39
Red,14,85,15
Red,13.5,88,30
White,14,86,10
White,13,90,15
Red,13.6,84,34
White,13.3,85,22
Red,14.5,91,42
Red,14,90,75
Red,14.9,91,26
Red,12.9,86,36
White,14.4,87,30
Red,14.5,89,84
Red,14.8,88,49
Red,13,83,14
Red,14.6,93,55
White,12.5,92,37
White,12,91,21
Red,13.6,93,79
Red,12.5,88,17
Red,14.5,92,60
Red,15.2,94,56
Sparkling,12.5,90,48
Red,14.4,91,40
White,12.5,83,7
Red,14.1,87,50
White,12.5,91,24
Red,15,92,38
Red,13.3,90,32
Port/Sherry,20,95,102
Rose,14.2,87,16
White,13,93,48
Red,13,84,10
Red,14.5,86,49
Red,15.2,92,52
White,13.2,88,28
Red,13.2,88,22
White,14.5,87,45
Red,14.2,94,48
Red,14,85,13
White,13.5,86,25
Red,15,91,26
Red,13,89,75
Red,13.5,88,20
Red,14,94,60
Red,14.5,89,35
White,10,81,15
Red,14.2,91,42
White,13,92,19
Red,14.5,88,25
Red,13.5,80,11
White,12.5,83,7
Red,14.1,88,10
Red,14,85,12
Red,13.9,88,28
Red,13.8,87,45
Red,14,92,53
White,12.5,88,16
White,14,85,16
White,12.4,91,20
Red,13.4,86,22
White,13.1,85,35
Red,16,87,10
Red,14,88,60
Red,14,91,60
White,14.3,90,43
Red,13.5,91,30
White,13.5,86,16
Red,14,92,125
White,15,85,12
White,14.2,90,15
Red,14.2,90,70
White,13.5,86,20
Red,15.3,95,40
Red,14,87,19
Red,14,92,48
Red,13.7,89,35
Red,14,91,50
White,14.5,87,15
Red,14,92,50
Red,13.8,91,44
Red,13.5,84,28
Red,12.7,87,17
Red,14.5,90,18
Red,13.8,86,29
White,13.5,82,10
Red,14,89,24
Red,14,93,40
Red,14.2,85,30
Red,13.5,88,30
Red,14.9,88,75
Red,15,96,80
Red,14.5,91,30
Red,14,91,13
Red,13.4,87,14
Red,16,90,50
Red,14,88,16
Sparkling,12,92,20
Rose,12.5,86,13
Red,13.5,87,30
Red,13,89,11
Red,14,88,25
Red,13,91,39
Red,14,90,28
White,13,90,25
White,14.4,89,35
Red,14,91,30
Red,14.7,91,28
Red,14.5,90,35
Rose,12.06,88,16
Red,14.5,88,26
Red,14,93,45
Red,14.5,92,70
Rose,12.5,87,15
Red,14.5,91,48
Red,13.5,95,50
Red,14.2,91,78
White,13.5,86,10
Red,14,90,20
Red,14,92,40
Red,13.5,86,50
White,13.5,85,11
Red,15.7,85,39
Rose,13.9,89,18
White,9.5,86,19
Red,14.3,90,35
Red,16,90,42
Red,14.5,92,31
White,12,90,16
Red,13,86,11
Red,13.5,92,22
White,13.5,92,45
White,13.5,88,17
Rose,13.5,87,13
Red,13.7,91,65
Rose,12.8,86,24
Red,15.8,91,46
Red,12.5,84,8
Red,14.5,86,40
Sparkling,12.5,94,25
White,12.5,87,14
White,12.1,95,32
White,13,89,11
White,13.8,90,30
Red,15.2,90,48
Red,15.5,91,70
White,12.9,92,22
Red,15.2,81,24
Red,14.7,92,90
Red,15.3,90,63
White,13.8,87,25
Red,13.9,83,20
Red,14.5,88,25
White,14,90,38
Red,15,84,20
Red,14,88,27
Red,14.7,88,40
Red,14.1,91,31
Sparkling,12.5,88,15
White,13,90,15
Red,14.5,88,23
Red,14.5,86,22
Red,14.1,90,35
White,12.8,91,26
Red,14.1,91,65
Red,14.5,88,75
White,13.1,85,15
Red,14.3,92,48
Red,13,85,18
Red,14.9,92,60
White,14.5,92,36
White,12,88,36
Red,13.9,92,50
Red,12.5,88,16
White,13.9,84,15
White,14.1,92,33
Sparkling,11.5,88,25
White,13.5,86,11
Port/Sherry,19.5,90,28
Red,13,86,52
White,13,88,22
Red,13.5,88,20
Red,14.5,82,22
Red,13.5,90,75
Red,12.5,82,15
Red,14.5,88,42
Red,13,85,8
Red,14.5,91,25
Sparkling,11.5,85,35
White,12.6,88,16
Sparkling,12.5,85,19
Red,14,85,11
Red,14.5,88,30
Red,13.5,92,34
White,13.5,82,9
White,12,86,12
Red,13.5,95,64
Red,13.5,83,6
Red,14.6,86,35
Red,14.5,86,15
White,14.5,90,52
Red,14.1,88,35
White,13,92,27
Red,13,86,10
Red,14.5,93,47
Red,14.5,88,45
Red,13,87,11
White,13.4,90,15
Rose,12.5,85,10
Red,14.5,90,35
White,13,88,24
White,12.7,85,25
Red,14,93,20
Sparkling,12.5,89,65
Red,14.8,85,60
Red,13.9,88,49
White,13,88,28
Red,14.5,97,98
Red,13.5,87,45
Red,14.1,87,25
Red,13.5,91,35
Red,15.5,93,75
Red,14.3,93,50
Red,14.1,87,18
Sparkling,12,86,15
White,10,88,23
Red,13.7,95,68
Red,14.8,91,23
Red,14.9,88,13
White,12,88,19
Red,14.5,97,90
Red,14.7,95,65
Rose,12.5,87,19
White,11.5,87,25
White,14.7,92,48
Port/Sherry,20,94,50
Red,15,88,102
Red,14.5,88,40
Red,14,89,39
Red,13.5,90,15
Red,11.5,81,20
Red,13,88,25
Red,13.5,84,23
Red,15,89,35
White,12.5,90,25
White,13,83,9
Red,14,91,20
Sparkling,12,90,65
Red,13.8,86,32
Red,14.5,94,50
Red,14.3,95,90
Red,13.7,89,28
Red,13,86,11
Red,13.8,85,20
Red,13.5,87,24
White,13.7,91,26
Red,14.5,93,50
Red,13.9,88,11
Dessert,17.5,94,10
Red,13,91,60
Red,12.5,86,12
Rose,12.5,93,50
White,7.5,87,28
Red,14.5,90,45
Red,13.5,86,11
Red,12.9,94,48
White,13,87,50
Red,14.1,91,95
Red,14,87,11
Red,13.5,91,45
White,14.5,89,45
Red,12,90,11
Red,14.5,91,50
Red,13,88,20
Red,14.5,94,95
White,13.5,93,75
Red,14,90,16
White,13,88,19
Red,13.5,90,21
Red,13.5,92,50
White,12.5,85,10
Red,14.8,88,25
Red,13.5,86,13
Red,14.5,91,15
Sparkling,11,86,15
Red,13.5,87,10
Red,13.5,88,20
Rose,13.7,84,10
Sparkling,12,94,66
Red,13.6,90,49
Red,13,85,10
Red,13,85,75
Sparkling,13,83,18
White,14.5,88,29
Rose,13.5,89,35
Red,14.8,87,32
Red,13.9,87,37
Red,12.5,90,28
Rose,13.5,86,13
Red,14.9,91,65
Red,14.1,92,42
Red,15,92,40
Red,13.9,86,30
Red,14.5,91,20
Red,14.2,91,78
Red,14,92,60
Red,13,85,14
Red,14.8,83,28
White,13,88,18
White,14,93,45
Dessert,13,92,50
White,15,86,15
Red,14.5,88,20
Red,14.5,87,21
Red,13.7,88,23
Red,14.8,92,48
Rose,12,84,18
Red,14.9,93,95
White,13.5,90,17
Red,13.5,86,9
Rose,12.5,89,15
White,14.2,88,15
Red,12.5,86,16
Red,14.3,86,38
Red,14.2,85,15
Red,12,83,8
White,13,89,16
Rose,13,90,20
Red,13.5,87,14
Red,14,88,15
Red,13.5,94,50
Red,14.8,90,20
Red,13,87,40
Red,13.7,85,5
Red,14.3,90,32
White,11,89,28
Red,13.2,88,35
Red,14.1,92,54
Red,13.7,87,45
Red,14.5,92,60
Sparkling,12,93,200
White,14,85,10
Red,14,90,63
White,12.5,86,21
White,13.9,87,18
Red,12.5,84,14
Red,14.5,93,62
Red,15,83,36
Red,13,87,10
Red,14,88,11
White,14.4,89,28
Red,15.1,91,48
Rose,13,83,18
Red,13.5,84,14
White,13.2,92,40
Red,14.7,91,130
Red,14.5,95,50
Red,14.5,87,12
Sparkling,12,90,120
Rose,12.5,85,14
White,12.5,89,37
Dessert,12,85,30
White,14.8,86,22
White,12,85,13
Red,15.4,90,25
Red,13.5,81,12
Red,14.5,91,20
Red,13.8,88,12
White,13.5,85,10
Red,14.8,87,15
Red,13.7,88,29
White,12,86,15
Sparkling,11,88,12
Rose,14.1,89,16
White,13.5,88,25
Red,15.1,91,36
Red,13.5,86,19
Red,13.1,91,60
White,13.5,84,10
White,7.5,87,35
White,13.5,88,20
Red,14.5,88,80
White,11.5,87,16
White,8,91,18
Red,14,86,30
White,13.5,91,70
Red,14.4,90,45
White,12,85,10
Red,14.7,89,35
Red,12.5,92,88
Red,14.5,87,45
Red,13.8,88,22
Red,14,85,8
Red,14.5,87,25
Red,13.4,90,28
Red,14.8,94,95
Red,14.3,91,48
White,13.5,90,18
Red,14.5,92,45
Red,14.4,92,35
White,14.4,92,22
Red,14.8,91,85
Red,13.8,91,35
White,12.5,95,99
Red,13.5,86,16
Red,14,88,15
Red,14.9,90,130
Red,14.5,92,40
Red,13,90,20
White,13.1,92,20
Red,13,84,10
Sparkling,12,92,75
White,14.2,89,35
Red,13,91,38
Red,14.1,88,28
Red,13.4,90,65
Rose,13.8,87,20
Red,14.3,92,52
Red,14,84,18
Red,13.5,90,19
White,12.5,88,30
Red,13,89,55
White,11.5,86,30
Red,14.8,81,22
White,12,84,15
Rose,13.5,87,13
Red,14.7,91,34
White,12,88,22
White,13.7,86,22
Red,13,90,30
White,13.2,93,48
Red,13,88,24
Red,13.5,89,16
Red,12.5,80,16
Sparkling,12,90,25
White,13.8,87,15
White,13.5,84,7
Rose,14,89,28
White,13.9,88,18
White,12,89,15
Red,14.2,92,50
Rose,13.5,83,13
White,13,86,14
White,14.2,86,20
White,12.9,85,14
Red,14.5,88,22
Red,15,92,90
White,11.8,88,20
Red,14.7,85,60
Red,13.2,86,11
White,13.7,88,16
White,12.5,90,18
Red,14.5,96,90
Sparkling,12,88,55
White,13.5,91,36
Red,14.5,87,24
Port/Sherry,15,93,30
Red,13.5,81,13
Rose,12.5,89,20
Red,14,88,15
Sparkling,12,88,30
Red,13,86,15
White,13.3,87,28
Sparkling,11,85,17
White,13,89,20
White,14,88,32
Rose,12.4,87,22
White,11,89,20
Red,15,93,85
White,13.5,83,14
White,14.2,87,20
White,13,86,19
White,11.5,85,17
Red,12,89,36
White,13,90,25
Red,13.5,88,37
Red,14.9,85,20
Red,13.5,91,36
Red,14.5,91,34
White,13,89,28
White,13,91,29
Red,14.4,90,65
Dessert,13.1,90,20
White,14,90,32
Sparkling,7,80,8
White,13.5,82,16
Red,13.5,89,13
Red,14.5,90,25
White,12,85,10
Sparkling,12,92,68
White,14.1,93,38
White,14.5,92,57
White,8,88,18
Red,14.9,86,22
Fortified,15,88,18
White,13.5,87,31
Red,12.4,86,35
Red,13.5,88,19
White,9,94,39
Red,13.5,94,150
Rose,12.5,84,16
White,14,88,25
Red,15.2,93,70
Dessert,13.6,84,39
Rose,12.5,86,11
Red,14.5,85,17
Red,13.3,82,12
White,14.2,90,24
Red,15,88,25
Red,13,89,22
Red,14,90,35
Red,14,88,42
Red,16,90,35
Red,14.5,95,225
White,13,89,40
Sparkling,12,93,50
White,12.5,82,19
Red,13.9,84,14
Red,13.5,90,19
Sparkling,12,87,18
Red,14.5,85,20
Red,14.5,90,43
Red,13.5,89,20
Dessert,12.5,88,13
Red,14.5,86,20
White,13,95,58
White,13.5,84,15
White,13,90,24
Red,15.2,82,26
Red,15.5,87,24
Sparkling,11.9,90,28
White,13.5,88,13
Sparkling,12,93,20
White,12,85,11
Red,14.3,91,38
Red,14.4,91,37
White,13.5,88,11
Rose,13,89,13
White,13.5,94,69
Red,15.7,97,250
Red,13.5,88,17
White,13.5,88,15
White,12,85,20
Red,13.9,87,25
Red,14.5,91,48
White,13.5,89,30
Red,14,86,28
Red,13,94,120
Red,13.5,89,20
Red,12.5,86,14
White,12,90,13
Red,14,87,12
Red,13.9,86,49
Dessert,13.5,89,48
Red,13.8,84,12
Red,14,93,55
Red,14.2,95,100
White,13,91,22
Dessert,18.5,86,28
Red,14.3,89,21
White,12,89,15
White,14.1,90,33
White,13,90,18
Rose,13,85,18
White,11,89,16
Red,13.5,84,19
Red,13.5,88,25
White,13.5,87,25
Red,15.7,92,35
Red,13,87,10
Red,14,92,34
White,12.5,88,17
Red,12.5,86,20
Red,12.5,89,34
Red,14,85,22
Red,13.5,84,11
White,11,82,10
Red,14.5,94,58
Red,14,85,10
Red,14.5,86,25
White,13.5,88,16
White,14.4,92,70
Red,13.5,95,50
White,12.5,89,27
Red,13,90,27
Sparkling,12,90,50
Rose,13.5,88,17
White,8.5,94,92
Red,13,85,8
Rose,12.5,86,14
Red,13.8,90,36
Red,14,95,44
Red,14.6,91,55
White,13.5,90,34
Red,12.5,85,15
Sparkling,12,92,65
Red,14.5,87,40
Red,14.5,93,120
White,13.5,91,30
White,14,90,10
Red,15.3,95,175
Red,15.2,89,55
Sparkling,11.5,87,20
Red,14.6,91,20
Red,12.5,82,10
Red,13.5,87,12
Red,13.5,86,8
Red,14.5,89,90
White,13,85,22
White,13.5,83,13
Red,13,88,20
Red,14,84,20
Rose,13,89,20
Red,13,84,7
Red,14.5,90,30
Red,14,90,22
Red,15.5,90,45
Rose,13.5,84,20
Red,13.5,89,19
Red,13.8,84,12
Red,12.5,85,30
Red,13.5,83,8
Red,13.5,88,21
Red,13.5,90,18
White,12.5,86,17
White,12.5,93,20
Red,14.5,87,50
Red,14.5,88,20
White,13.5,89,18
Red,14.9,92,39
White,12.5,91,17
Red,13,86,18
White,12,88,15
Red,12.5,86,12
White,14.5,91,24
Red,13.9,88,16
Red,13.5,82,13
White,13.1,90,25
White,13,93,105
Red,15,91,25
Sparkling,12,89,35
White,13.5,93,100
Red,13.5,90,16
Red,14.1,92,40
Red,14.2,91,48
White,14,91,44
White,11.5,89,9
White,13.5,91,25
White,13,91,19
Red,14.5,89,58
Rose,13,88,25
White,14,85,20
White,14.1,94,44
Red,13.5,89,35
Red,12.5,91,50
White,13,89,35
Red,14.5,86,85
Red,12.5,86,8
Red,14,93,64
Red,13,86,10
Red,15,87,30
Red,14.5,94,80
White,13.5,96,400
Red,14.7,84,25
Red,13,88,17
Rose,13,89,18
Red,15,94,45
Dessert,13.9,88,35
Rose,13,87,10
White,12.5,92,17
Sparkling,12.5,86,45
Red,13.5,83,11
Sparkling,12,83,12
Red,14.5,96,60
White,14.4,93,60
White,12,84,16
Red,14.1,87,30
White,13.5,87,32
Red,13,93,59
Red,14.5,92,24
Red,14.5,93,39
White,13.5,88,25
Red,13.5,96,700
White,13.5,90,60
Red,13,88,25
Red,14.8,89,25
Red,14.9,91,24
White,13,90,80
Red,14.4,85,48
Rose,13,87,14
Dessert,10.5,87,24
Red,15.3,93,39
White,14.5,90,48
White,13.5,89,17
White,14.3,95,30
Sparkling,12.5,91,60
Red,14.5,86,17
Red,14,93,40
Red,14,91,100
Red,13.5,89,20
Rose,13,87,18
Red,14,87,23
Sparkling,11.5,86,22
Red,13,90,19
Sparkling,10.5,86,11
Rose,14.1,92,35
White,14,86,25
Red,14.5,91,34
Red,13.5,91,55
Red,14.5,86,18
Red,15.1,88,32
Red,13,87,20
Red,14,89,22
Red,13.5,86,16
Red,12.5,85,9
White,12.5,88,14
White,13,86,12
Red,13.5,84,8
Red,13.5,88,26
Red,14,85,15
Red,14.8,87,42
Port/Sherry,19.5,98,1125
Red,12.6,83,10
Red,14.8,87,20
White,13.5,87,16
Red,13.5,84,75
Red,13.5,85,12
Red,13,87,25
Red,13.5,85,12
Red,15,93,90
Red,14,89,35
White,12.5,87,27
Red,14.5,95,67
Red,13.5,88,14
Rose,13,83,8
Red,13.6,89,40
White,12.5,85,17
White,9,89,18
White,13.5,87,14
White,13.5,91,19
Red,14,90,42
White,13,89,20
Red,13,86,22
White,13.5,82,11
White,13,87,20
Red,13.9,93,40
White,14.5,97,650
Red,14.6,88,28
White,11,90,17
White,12.5,90,55
Red,13.9,88,75
Red,14,93,55
White,13,85,10
White,12,90,25
Red,14,90,14
Red,14.7,91,52
Sparkling,12.5,94,150
White,13.5,87,17
Red,14.8,93,28
Red,13.2,90,32
White,12,88,16
Red,12.5,88,20
Red,14,86,14
Red,14.5,91,30
Red,13.8,88,16
Red,14,86,12
Red,14.5,88,15
Red,15.5,88,17
White,13.8,88,24
Red,14.5,86,18
White,14.5,88,27
White,8,92,30
White,14.5,87,24
White,12.5,85,16
White,13.5,90,50
Red,13.5,85,20
Red,14,96,116
Red,13.5,87,60
Red,14.3,91,40
Dessert,11,91,95
Red,14,90,32
Red,12.5,82,7
Red,14.6,94,105
Red,13.5,89,61
White,13,88,15
Red,14,90,28
Red,13,89,25
White,12.5,85,10
White,11.5,85,14
White,14.6,82,27
Red,14.3,91,75
White,13.5,84,20
White,13,96,112
White,12.5,85,20
Red,14.4,86,40
Red,14.5,90,17
Red,14.4,92,52
Red,14.5,91,40
Red,13.5,93,55
White,13,88,30
Red,14.15,92,41
Red,14,87,20
White,13.9,82,13
Red,14,87,28
Red,13,83,10
White,14,93,55
Red,14,85,20
White,14.5,87,21
White,13,83,11
White,12.5,87,15
Rose,11.5,86,15
Red,13,90,35
Sparkling,12.5,85,21
Red,15,93,28
Sparkling,12.5,89,15
White,13.2,84,20
Red,13.5,92,23
Red,14,87,12
Red,15.5,90,200
Red,13,92,30
Red,14.5,93,38
Sparkling,11,87,16
White,13.5,90,75
White,12,83,13
Red,14.5,87,19
White,13.6,84,9
Red,15,93,60
Red,13.1,92,38
Red,13.8,87,17
Red,13.5,93,56
Red,13,88,25
Red,13,87,15
Red,13.5,88,24
Red,14.7,91,33
White,12.5,86,12
White,13,88,8
Red,14,88,33
Rose,13,84,12
Red,15,90,42
Red,15,85,100
Rose,12.7,91,24
Dessert,13,85,35
Red,13.5,93,39
White,12.5,86,17
White,12.5,85,15
White,13.5,85,20
White,13,90,35
Red,14.5,85,32
Red,14.5,87,40
Red,14,92,35
Red,14.4,90,45
Red,15.5,91,19
Red,14.5,92,35
White,13.5,88,15
White,14,94,40
Red,13,95,47
Red,14,92,60
Red,13.5,90,24
White,14.5,87,40
Red,15,91,65
White,13.5,92,35
Red,12.5,90,30
Red,14,87,16
White,13,89,12
Sparkling,12,88,55
White,12.5,89,22
Red,13.5,87,18
Red,13.5,90,25
Red,14.9,87,35
Red,15,89,38
Red,13.5,90,27
White,14,90,63
Red,15.7,90,125
Red,15.1,91,39
Red,14,86,18
Red,12,84,5
White,12.5,84,12
Red,13,90,25
White,13.7,82,16
Red,13.5,91,57
Red,14.5,90,24
Red,14.1,92,42
Red,14,87,50
Sparkling,11.5,88,18
Sparkling,12,88,60
White,13,91,26
Red,14.2,94,31
White,13,87,14
Red,13.9,89,115
White,13.5,89,22
Port/Sherry,20,91,20
Red,14.5,86,32
Red,14.8,88,35
Red,15.9,89,45
Rose,13.8,87,13
White,8.5,87,14
Red,13.9,83,9
Red,13.5,82,10
Red,13.5,88,19
White,12.5,85,15
White,12.5,87,21
Sparkling,12,89,17
Red,13.5,90,20
White,13.1,90,38
Red,14.9,92,48
White,12.7,86,25
Rose,12.5,84,14
White,14.5,94,44
Red,13.5,91,28
White,13,84,10
White,7.5,93,55
Red,13,89,99
White,12.5,87,10
Red,13.5,93,30
White,12.5,86,15
Red,14.9,93,70
Red,13.9,88,22
Red,13.5,89,95
White,13.5,88,29
Red,13.5,89,60
Red,15.8,84,20
Red,14.5,93,68
Red,14.5,95,85
Red,15.6,83,32
Rose,14,80,10
White,12,84,13
Red,13.9,85,52
Red,12,86,18
White,13.5,92,21
Red,13.9,93,55
Red,14.6,87,48
White,14.1,88,32
Sparkling,13.6,86,11
Red,14.1,90,45
Red,12,87,32
Red,13.5,88,34
White,12,86,9
White,14.2,87,35
Red,15.5,90,60
Red,13.5,88,18
Red,14,88,35
Red,14.5,89,20
Red,13,89,23
Red,14.5,83,11
White,12.7,85,15
Red,14.1,91,37
White,13.5,94,499
Red,15,91,28
Red,13.9,90,29
White,14,88,25
Red,13.5,87,15
Red,14.3,86,65
White,8.5,91,23
Red,14.5,91,80
White,13.5,85,10
White,12.5,90,28
Rose,13.4,87,25
White,13.9,82,17
White,15.2,87,24
Red,13.5,88,30
Red,13.9,83,12
White,11.5,89,40
Sparkling,12.5,95,29
White,14.5,90,38
Red,13,85,16
White,13.8,86,20
White,11,85,14
Red,13.5,92,45
Red,14.5,93,75
Red,16,92,50
Red,14.5,92,50
Red,15.1,87,80
Sparkling,12.5,88,17
Red,13,84,15
Red,13.5,92,29
Rose,12.5,87,20
Red,14.1,90,66
Red,14.1,91,49
Red,13,93,59
White,13,88,21
White,13.5,88,125
Red,15.4,93,32
White,14.4,95,75
White,14.1,94,60
Sparkling,10.5,88,35
White,13.5,88,30
Red,13.5,87,12
Red,15.3,90,50
White,12.5,85,19
White,13,88,26
